comments,likes,Target
aayega akhilesh yadav hi chahe amit shah yogi modi cabinet sare bjp cm aajaye le jitengi bjp mb,0,Akhilesh
jay akhilesh bhaiya jindabad jindabad jindabad jindabad jindabad jindabad jindabad jindabad,0,Akhilesh
toti chor,0,Akhilesh
achchi khushbo ayegi bikegi,0,Akhilesh
sarm yadav yad,0,Akhilesh
bjp gunda news,0,Akhilesh
akhles pas psha aeya,0,Akhilesh
agency investigates aadhar card case piush jainakhilesh mahoday,0,Akhilesh
bika patrakar sirf bjp sunega ye,0,Akhilesh
akhileshjhuthkambolakaro,0,Akhilesh
भाजपा हटाओ बचाओ सपा लाओ,0,Akhilesh
यहअखिलिश प्रेस कांफ्रेंस करके    ।योगी आदित्यनाथ   paar,0,Akhilesh
samjhate,0,Akhilesh
बढ़िया।।,0,Akhilesh
akhileshkojrasharamnhinhai,1,Akhilesh
bjp yogi cm,0,Akhilesh
jaunpur mafia ham,0,Akhilesh
walas understand itr,0,Akhilesh
mai akhlesh,0,Akhilesh
जातिवाद बदनाम व्यक्ति परिवार भाजपा जातिवादी बता है,0,Akhilesh
samajvadi,0,Akhilesh
bjp vote bjp  project cadit lena chata sala  cradit,0,Akhilesh
red,0,Akhilesh
शेर शेर,0,Akhilesh
ऐसा प्रधान मंत्री चहाइए,0,Akhilesh
mr anchor piyush mahi mandan,0,Akhilesh
jai shree ram,0,Akhilesh
टोटी चोर बोल,1,Akhilesh
jane anjane bechare piyush jain leliya,0,Akhilesh
sp  ahir,0,Akhilesh
अखिलेश यादव जिंदाबाद,0,Akhilesh
अखिलेश जीत,0,Akhilesh
kushawa jee jindabad,0,Akhilesh
toti chor jai,0,Akhilesh
jay shri ram,0,Akhilesh
अखिलेश सरकार अबकी बार,0,Akhilesh
bhajapapartibahutbadasatranjipartihai,0,Akhilesh
gunda raj cycle raj raids,0,Akhilesh
indians adhikar bah rajneta officers investigation sake jai hind jai bharat,0,Akhilesh
सपा पास भ्रष्टाचार पैसा जमा,0,Akhilesh
juth baltha,0,Akhilesh
enke sathi godi modi bhart bacao sp sp,0,Akhilesh
श्री अखिलेश यादव जिंदाबाद जिंदाबाद,0,Akhilesh
koun,0,Akhilesh
sapa akhilesh,0,Akhilesh
nitesh,1,Akhilesh
अखिलेश यादव जिंदाबाद जिंदाबाद जिंदाबाद जिंदाबाद जिंदाबाद,0,Akhilesh
akhilesh yadav suno pahle bada bjp utna bada tumko jindagi sochna padega paoge,0,Akhilesh
hate news akhilesh yadav,0,Akhilesh
media,0,Akhilesh
samaj wade karm desh janta,0,Akhilesh
sir muja sp pasnd aghar raj neta kese bhrastachar pya chaya bjp sp bsp congresh kese parte ajuin elicton ladna deya jaya,0,Akhilesh
raja beta rajkumar raja,0,Akhilesh
sapa netao,0,Akhilesh
chup akhlesh chup,0,Akhilesh
samjhg jha chunav bhi baki rajya chrcha,0,Akhilesh
note bjp sarkar char saal yogi sarkar,0,Akhilesh
jaati kida aklua breaking india forces bade hathiyaro aklua,0,Akhilesh
बच्चों सब जाता मुलायम कथन जिंदाबाद,0,Akhilesh
jai सह पैसा,1,Akhilesh
samajvadi party jindabad,0,Akhilesh
इत्र महकू आरजू मेरी बस इतनी सी ख्वाहिश मेरे किरदार खुशबू आए,0,Akhilesh
bjp akhilesh ghabara jhuth,0,Akhilesh
chanda lena likha carondo rupee leke tickets bikge,0,Akhilesh
jay,0,Akhilesh
neele jeket mask lagaya baten badi badi,0,Akhilesh
bjp cbi ed pangu,0,Akhilesh
toti chor,0,Akhilesh
jhootha,0,Akhilesh
akhilesh bjp dar,0,Akhilesh
note ismein gps laga kala dhan pakda pakda jaega isliye gps gps dikhai usko bjp,0,Akhilesh
bada jhoth,0,Akhilesh
mr mal chahie mal chapora janna chahte bjp aadami chai safar bus dharm dekhte rajniti party rajniti janata janti public janti,0,Akhilesh
chokidar chor bjp chor sidh piyush jain,0,Akhilesh
janta jaanti paisa sp paas modi yogi ajbhi cbi bhejo check karwa janta,0,Akhilesh
पूरे बीजेपी सत्यानाश होगा अयोध्या असत्य बोला अमित शाह,0,Akhilesh
vote aimim,0,Akhilesh
mim,0,Akhilesh
बार योगी सरकार,0,Akhilesh
akhilesh,0,Akhilesh
ndtv channel news kre please,0,Akhilesh
shame bjp modi tadipaar yogi ajay misra tane rsschadi gang diveding nation big shame,0,Akhilesh
bjp जुमले बाज जय अखिलेश bhaiya,0,Akhilesh
totichor,0,Akhilesh
अहंकार अंत ओर,0,Akhilesh
mim jindabad jindabad jindabad,0,Akhilesh
फर्ज बनता जनता सेवा आपने सेवा गोविंद समय,0,Akhilesh
red hours pahale fon tep dhekh jain sahav bat,0,Akhilesh
बेईमानी करोगे ।अब ठीक ।हो जाओगे,1,Akhilesh
badi sph,0,Akhilesh
paisa modi company,0,Akhilesh
संपत्ति ब्यौरा दे दे   साल आपको कितनी संपत्ति,0,Akhilesh
jhooth bolne se kam nahi chalega spa ak parwarik parti hai pradesh ko aisa shasan se pradesh vikas nahi kar sakta,0,Akhilesh
bogus bogus bogus,0,Akhilesh
bjp dar,0,Akhilesh
नोट चिप कहां गया।,0,Akhilesh
rld sp वोट देंगे,0,Akhilesh
हर हर मोदीजी जिन्दाबाद योगी जिन्दाबाद,0,Akhilesh
अखिलेश काहे बीमारू स्थिति छापा पड़ पैसा पकड़ा उसमें आपको काहे परेशानी पैसा देश,0,Akhilesh
baapnr innocentkarsewak hindus goli chalwa always appeased muslimsso akilesh isa ti hindus,0,Akhilesh
aklash yadav jindabad,0,Akhilesh
bjppaerti indananimalparyi,0,Akhilesh
आज उत्तर प्रदेश मुख्यमंत्री मुलाकात लिया,0,Akhilesh
noton laga chip godi media waalon chala,0,Akhilesh
केवल जनता सेवा चाहते सौभाग्य यूपी,0,Akhilesh
badhiya acche,0,Akhilesh
उत्तर प्रदेश बदलाव,0,Akhilesh
toti chor,0,Akhilesh
sp win,0,Akhilesh
ak bhaiya aanewali bjp dalal jane,0,Akhilesh
badi nam te sabase jatibadi neta,0,Akhilesh
bjp party murdabaad,0,Akhilesh
bjp tai,0,Akhilesh
paaiucna,1,Akhilesh
आपके भाजपा पैसा रखा होगा,1,Akhilesh
akhilesh,0,Akhilesh
जय योगी जय मोदी,0,Akhilesh
rajeev ranjan kipatrikarita thheek nispax bar bar ak saval janta muft rasn muft vekseen petrol dam bjp himakat bjp kami suni tv akbaro kami ase ripotro sosal mediya kisan javan beta jwab doge rajeev,0,Akhilesh
चाचा वेट कीजिए अखिलेश   चाचा इतना लगाए,0,Akhilesh
bjp paisa,0,Akhilesh
राम भक्त होगा हिंदू होगा बीजेपी वोट देगा भरुआ होगा वोट क्योंकि हमारा राम मंदिर बन कृष्ण बनेगा मथुरा,0,Akhilesh
jai akhilash,0,Akhilesh
अखिलेश मुस्लिम हिंदु,0,Akhilesh
gunda raj,0,Akhilesh
rajeev asp shani,0,Akhilesh
bsp sarkar,0,Akhilesh
sp rld jindabad jindabad jindabad jindabad,1,Akhilesh
news shakkegheremehaiyemaholhairokdakakhelahaiayyasimerahanahailaltopipappupinkikagungankarkeapnagujarkarnahaideshkobaadmebhejdenahaisachaijuknahisakthibanawatikhabrose,0,Akhilesh
अखिलेश यादव जिंदाबाद अबकी बार   पार,0,Akhilesh
yrs gunda raj ur gunda raj lier,0,Akhilesh
अजय अखिलेश विजय अखिलेश जय हिन्द जय भारत,0,Akhilesh
बीजेपी हथकंडा ले उत्तर प्रदेश हारना तय,0,Akhilesh
bjp bechayni,0,Akhilesh
wah patarkar mahody toti cor intarweu lay rahy,0,Akhilesh
bsp jindabad,1,Akhilesh
सहारा इंडिया जमा कर्ता कार्य कर्ता मोदी सरकार यानि bjp विरुद्ध बिगुल बजा भुगतान मतदान,0,Akhilesh
ज्यादा जातिवाद सपा पास,0,Akhilesh
akhilesh muslim sports ayese party votes,0,Akhilesh
mam pls,0,Akhilesh
बीजेपी ले जनता अखिलेश,0,Akhilesh
khul bjp thakurwaadi party,0,Akhilesh
yogi modi bhgayo democracy bachayo,0,Akhilesh
notebandhi zyada chilla thapaisa,0,Akhilesh
raid batata pm narendra modi ghabarahat hen reaction raid rehehen adani ambani raid rahahen properties kei guna corona badha matlab bjp funding itedcbi raid nehi bjp supporters ko,0,Akhilesh
bjp teh hai,0,Akhilesh
akhilesh brobad luckyou winbjp favorite,0,Akhilesh
अबकी बार समाज वादी पार्टी सरकार,0,Akhilesh
toti chor india papu,0,Akhilesh
jindgi gathbandhan rahoge harbar bandhan tut dam jaruri haivo dam dikh,0,Akhilesh
janta uttar pradesh peli akhilesh,0,Akhilesh
टोटी चोर लाल टोपी लगाया लंगूर,0,Akhilesh
गई भाजपा,0,Akhilesh
बीजेपी हाय हाय जितेगा समाजवादी अखिलेश भाई,0,Akhilesh
jativadiparty spa,0,Akhilesh
toti chor toti chor,0,Akhilesh
नोटबन्दी फेल gst फेल अब घबराए रंगा बिल्ला,0,Akhilesh
bjp,0,Akhilesh
समय जाति पुलिस कप्तान कितने पर्सेंट जिला,0,Akhilesh
एजेंडा चलाते रहो वाला योगी जिंदाबाद,0,Akhilesh
ऐसा सगा जिसको मोदी ठगा,0,Akhilesh
bar sapa sarkar,0,Akhilesh
मुख्यमंत्री बेबाक जवाब दे सके,0,Akhilesh
lal topi chor,0,Akhilesh
अखिलेश हिंदु मुस्लिम,0,Akhilesh
jai akhlesh,0,Akhilesh
कमल खुशबु है।। साहब।।। हमारी भुल कमल फूल।।।,0,Akhilesh
जय अखिलेश तय अखिलेश,0,Akhilesh
सपा दम,0,Akhilesh
bjp bolne jail modi chhodega,0,Akhilesh
sale choro chore dikhai pdti,0,Akhilesh
bjp jitegi,0,Akhilesh
mansingh meena,0,Akhilesh
sp aa,0,Akhilesh
yogiji,0,Akhilesh
uji,0,Akhilesh
akhilesh yadav hame hindutva isliye muslim naam lena pasand haridwar shad,0,Akhilesh
इतना झूठा सिनेमा झूठा प्रधानमंत्री आज इतिहास,0,Akhilesh
अबकी बार सपा सरकार,0,Akhilesh
bjp bokhlahut haar dikhayee rehi chunave jai kissan jindabad kissan majdoor ekta jindabad,0,Akhilesh
भाजपा हार बेचैनी,0,Akhilesh
sare sare neta,0,Akhilesh
घटिया रिपोर्टर,0,Akhilesh
पुष्पराज जैन ज्यादा पैसा दिखाया जाएगा   गारंटी,0,Akhilesh
गठबंधन वो डरता,0,Akhilesh
sp win,0,Akhilesh
aklesh yadav cm,0,Akhilesh
चोर चोरी करके कहता चोर,0,Akhilesh
bjp लोग पीयूष जैन उपर दबाव डाल उसको sp हिस्सा बतायेंगे,0,Akhilesh
बाबाजी झूठे वादे बाबा झासा दा,1,Akhilesh
भाजपा विरोधी चैनल बड़े निक्कमे   पहला वीडीयो वाला पत्रकार दूसरा मानक गुप्ता,0,Akhilesh
rong rong,0,Akhilesh
किसानों कान खोल लेना चाहिए,0,Akhilesh
skta bhrastchar khatam jya,0,Akhilesh
bjp vot dege,0,Akhilesh
sale bus pahle pahle uttar pradesh sant kabir nagar pahle bhains dudh bhej desh bachana sare,0,Akhilesh
bjp harne dar,0,Akhilesh
jeet beta bjp,0,Akhilesh
बी जे पी सरकार मंत्री चेक करेमंत्री बन्ने उसकी संपत्ति थीऔर आज दिनांक जाँच करेमंत्री आय हिसाब संपत्ति न्यूनतम सेकडो गुना कैसे गई,0,Akhilesh
सफाई जिंदाबाद,0,Akhilesh
akahilesh yadev ginadabad,0,Akhilesh
बीजेपी सरकार हटाओ देश बचाओ,0,Akhilesh
lal topi asze hare kioy,0,Akhilesh
bjp,0,Akhilesh
rld jindabad,0,Akhilesh
bsp silent kileer,0,Akhilesh
rajiv ranjan babu jhooth bolna janta achi samjh chuki jeet bjp desh janta chuki bjp jindabad taliban murdabad,0,Akhilesh
pushpraj jain jenny mama engage handsome,0,Akhilesh
आजम खान अति दाम अफजाल अंसारी जिंदाबाद,0,Akhilesh
rajgaddi pani koshish,0,Akhilesh
राजीव रंजन प्रधानमन्त्री पूछिये अजय मिस्र उर्फ टेनी कब गिरफ्तार होगा।,0,Akhilesh
radhe radhe jay shri krishna,0,Akhilesh
काला धन पियूष जैन बीजेपी मोदी   करोड़ गाड़ी खरीदी देश जाये भाड,0,Akhilesh
etna note sapa dub,1,Akhilesh
आज कल फेस बुक दिखाई पड़ राजीव रंजन,0,Akhilesh
पांचो राज्यों खेला होगा,0,Akhilesh
टोटी चोर।,0,Akhilesh
जवाब देते बन अखिलेश,0,Akhilesh
bjp hatao,0,Akhilesh
अगर इत्र्त्र बनता सरकार पता चलता इतने पैसे इतने पैसो कितनो उजाले होगे योगी  सपा पार्टी बजह हमारा प्रदेश बिछड  आज प्रदेश तेजी बडती अर्थव्यवस्था अपराध मुक्त मानते हे yogi upको इतना आगे बडाने लोग बिहार मानते,0,Akhilesh
akhilesh yadab hero india aklesh real political scholar indiaactual political leader flows akhilesh yadab policy,0,Akhilesh
modi sarkar sarso tel     gas cylinders     hazar petrol     bjp qendra hatana bjp qaror patiyo sarkar ambani adani birla tata sarkar,0,Akhilesh
भाजपा बेचैन हैएस पी ग्राफ निरंतर बढ़ता हैटेनी भाजपा ले डूबेगा चमचा पत्रकार भाजपा,0,Akhilesh
बिजली आपके राज्य कितने समय मिलता थोड़ा वक्त दीजिए,0,Akhilesh
sp jindabad,0,Akhilesh
नमूना नंबर सवाल अखिलेश सच बोलेंगे आपको लगता,0,Akhilesh
bjp party jindabad,0,Akhilesh
सपा लहर,0,Akhilesh
सब झूठ बोल,0,Akhilesh
sapa ooooooo,0,Akhilesh
nispaksh patrakarita aapnebaaki stream bjp gungann janta mukh bjp sunwana chah,0,Akhilesh
aklishyadawejindabad,0,Akhilesh
bjp dharm thekedaar,0,Akhilesh
saabit hoggaya ghati hogaiy,0,Akhilesh
चोकीदार हीटलर,0,Akhilesh
cm universe yogi,0,Akhilesh
गुजराती यूपी योगी बीमारी,0,Akhilesh
कोरोना हैतब कहाँ बसें सब पैदल,0,Akhilesh
बीजेपी बिजली विकास पानी शौचालय मकान बात,0,Akhilesh
bakwas marta,0,Akhilesh
चुनाव कलाधान निकालने मौसम चलताहाई,0,Akhilesh
खतरसवाल पूछ भैया,0,Akhilesh
totichor kharide channel patrakar,0,Akhilesh
jumle chuth nu ak pase deo kahe hindu khatara hai aj jug savidan huye bo barda murakh hai muslim quran pak likha hai deen jabar hai,0,Akhilesh
bjp haar satane lagi,0,Akhilesh
बीजेपी राम नाम वायपर वो राजनीति वायपर बना चुके,0,Akhilesh
बड़ा माफिया अमित शाह योगी मोदी,0,Akhilesh
bjp zindabaad,0,Akhilesh
j   nalayek kamini,0,Akhilesh
bjp jindabad,0,Akhilesh
bjp murdabad,0,Akhilesh
कन्नौज नमस्कार,0,Akhilesh
अखिलेश यादव रहें,0,Akhilesh
मायावती स्वर क्यों समझौता,0,Akhilesh
sp zindabad,0,Akhilesh
yaduvanshi ladte dushmano naash,0,Akhilesh
jai mata,0,Akhilesh
आयेंगे योगी,0,Akhilesh
फेकू न्यूज,0,Akhilesh
मंदिर जनता विकास वाला भुखमरी जाने वाली रोजगार मिलेगा भूखमरी हटेगी विकास होगा युवा खुशहाल होगा मंदिर मस्जिद विकास वाला,0,Akhilesh
bjp,0,Akhilesh
लहर बड़ी करारी चिल्लम साइकिल भारी,0,Akhilesh
sp jindabad,0,Akhilesh
public literally chutiya,0,Akhilesh
gathabandhan khub,0,Akhilesh
बीजेपी बौखला गए।।,0,Akhilesh
अखिलेश यादव ज़िंदाबादसमाजवादी पार्टी ज़िंदाबाद,0,Akhilesh
अखिलेश संबंधी संपत्ति ब्यौरा दे दे ईद शासनकाल विरदी,0,Akhilesh
तीन uneducated pde लिखे pr टूट pde,0,Akhilesh
चोर इंटव्यू देखलो,0,Akhilesh
bjp galti raid lgava,0,Akhilesh
बीजेपी कम कम हिंदुओं चाहता केवल यादव मुस्लिम जानते,0,Akhilesh
hll,0,Akhilesh
onli bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp bjp,1,Akhilesh
केवल सरकारी आदमी लेना टैक्स  काम जीएसटी कमेटी वो ढंग  सब फर्जी ।।,0,Akhilesh
तुम कारोबार चलाओ टीआरपी बढ़ाने व्यवस्था,0,Akhilesh
गठबंधन,0,Akhilesh
news indian,1,Akhilesh
yo jinda,0,Akhilesh
बीच कैसे बात बतंगड़ बना भाई फर्क साफ दाल काला,0,Akhilesh
yebahutbadeaadamihaietanebadehaikitotibhiyechorikargharlejatehai,0,Akhilesh
अखिलेश भईया जिन्दाबाद  अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश अखिलेश सरकार,0,Akhilesh
घटिया राजनीति,0,Akhilesh
bjp sarkar ghatiya sarkar,0,Akhilesh
अखिलेश यादव कोरोना बीजेपी का टीका लगवाया नहीं,2,Akhilesh
chahe lal topi bahan kumari yogi batao koin mehnat speed   guna badha deti haiyogi aoir modi pass baki bacha ye piche aam khade inko samgh aayega inko parivar pareshani dikhati neta pareshani hal pahunch jate hai,0,Akhilesh
puspa raj jain pompi chor dor kisliye,0,Akhilesh
मोदी बताएंगे उद्योगपति बैंक गए कर्ज चुकाने असमर्थ  जिसके कर्ज बैंक माफ पड़ा ।वहीं कर्जदार दिन हवाई अड्डा  रेलवे स्टेशनएल आई सी बैंक कैसे खरीद,0,Akhilesh
bjp jindabad,0,Akhilesh
vote bjp,0,Akhilesh
आजमगढ़ सांसद करोना जनता हाल पुछने आये आज बड़ी बड़ी बातें,0,Akhilesh
onli sp,0,Akhilesh
बेशर्म,0,Akhilesh
अबकी बार बीजेपी सापना नौकरी योजना  किलो तेल   किलो नमक स्वादानुसार बार स्वाद युवा खाएंगे बंगाल याद आएगा पेपर लीक uptet pgt tgt  पूरा pet कराकर नौकरी मिल बस आपलोग नौकरी लग चुका बाबा बाबा,0,Akhilesh
godi media,0,Akhilesh
bjp jindabad aayegi bjp,0,Akhilesh
जाति ऊपर सच सामने सीबीआई इनकम टैक्स ऑफिसर सब पढ़े लिखे आदमी उस्से लेना देना  ऑफिसर्स सब एजुकेटिड पीयूष जैन पम्मी जैन उससे लेना देना उन्हे मालुम पीयूष जैन पम्मी जैन सब मालुम,0,Akhilesh
sry pls,0,Akhilesh
keval bbbbbjjjjjppppp,0,Akhilesh
क्यों राम भक्तो गोलियां चलवाई अतीक अहमद मुस्ताक अंसारी सब pl बता दीजिए आपके पिताजी मुलायम सिंह यादव साइकिल चलते अरबों संपति आई बता दीजिए आपके कार्यकर्ता साजिश गुंडा गर्दी क्यों बताते,0,Akhilesh
ak bakwas,0,Akhilesh
राम मंदिर वादा तुम किये अखिलेश परन्तु बनवाई क्यों क्योंकि राम मंदिर राजनीति करनी थीं मथुरा मंदिर बनवाएंगे,0,Akhilesh
अखिलेश पिता परिवार लोग सा धंधा हैं।जो इतनी बड़ी मिल्कियत सब बड़ गई देश बड़ेबड़े सिनेमा स्टार यहां नाचने गाने आते थे।वही मोदी गुजरात तीन बार सीएमऔर दूसरी बार पीएम मिल्कियत,0,Akhilesh
journalist wearing mask shame,0,Akhilesh
हिंदूवादी सर्टिफिकेट क्यों बनवा लेते,0,Akhilesh
बीजेपी कौरव श्री कृष्ण चक्र सुदर्शन चलेगा,0,Akhilesh
bjp,0,Akhilesh
bjp jindabad,0,Akhilesh
छापे मारने अवैध संपत्ति मिली मिली मिली आई कहां छापा पड़ा बुराई छपा पढ़े गलत काम इतराज डरने बात हाय देशवासियों खुशी चाहिएकि भ्रष्टाचारियों लूटा धाम वापिस माननीय अखिलेश यादव एतराज होनी चाहिए धन्यवाद,0,Akhilesh
जय श्री राम,0,Akhilesh
bunkam report er,0,Akhilesh
sp vot,0,Akhilesh
छछठछ,0,Akhilesh
जागो बहुजन नेताओंएक मिलकर संघर्ष तभीहम बहुजन नेताओं सफलता मिलेगीदेश भाजपा भ्रम फैला हमारे समाज हमारे नेताओं खिलाफ गलत जानकारी देकर बदनाम हमें हमारे नेताओं दूर चाहते,0,Akhilesh
akhilesh bhaiya jindabad,1,Akhilesh
jai akhilesh sarkar,0,Akhilesh
great akhilesh cm,0,Akhilesh
jay samajwadi party jindabad jindabad jindabad,0,Akhilesh
mahadev allah akbar,1,Akhilesh
jai jai akhilesh,0,Akhilesh
jay akhilesh,0,Akhilesh
jai samajwad,1,Akhilesh
cm akhilesh yadav,0,Akhilesh
akhilesh bhaiya  par,1,Akhilesh
jay samajwadi party jindabad jindabad,0,Akhilesh
cm akhilesh yadav uttar pradesh,2,Akhilesh
jay akhileshjay rld,0,Akhilesh
akhilesh yadav cm,0,Akhilesh
akhilesh yadav,1,Akhilesh
allah akbar mahadev,1,Akhilesh
akhilesh aa,0,Akhilesh
कोर्ट तड़ीपार रखा बीजेपी दुर्गन्ध बात क्यो जिसकी ठगी दुर्गन्ध मंदिर मस्जिद किसानी कोरोना महगाई हर जगह आरही,2,Akhilesh
akhilesh yadav   cm,0,Akhilesh
jay samajwad jay samajwadi jai akhilesh jai sp jai sapai ker denga bhajpa safai,0,Akhilesh
गुड रिपोर्टरन्यूट्रल पर्सनप्रश्न रिलेवेंट,1,Akhilesh
rld,1,Akhilesh
jay samajbad,0,Akhilesh
save india bjp rss,0,Akhilesh
cm akhilesh yadab,0,Akhilesh
जय समाजवाद जय akhilesh study amanand singh,0,Akhilesh
baat akhilesh yadav,0,Akhilesh
kisan majdoor ekta jindabad,1,Akhilesh
pet maar diyyerajeev awesome man,0,Akhilesh
akhiles yadav coming nex cm,0,Akhilesh
question cash notebandi successful,2,Akhilesh
show time bataiye,0,Akhilesh
akhilesh yadav jindabad,0,Akhilesh
sp sarkar,1,Akhilesh
jhoothi makkar bjp sharmnaak haar haiakhilesh cm confirmed,0,Akhilesh
लाख दे मोदी जी सपा सही,1,Akhilesh
jai akhilesh,0,Akhilesh
nice rajeev,0,Akhilesh
jay samaj,0,Akhilesh
jai sp jai sp jai sp jai sp jai rld,0,Akhilesh
akhilesh yadav jeet pakka hai bjp haar pakki,0,Akhilesh
akhiles yadav jindabad,1,Akhilesh
akhilesh yadav zindabad,0,Akhilesh
samajwadi parti jindabad,0,Akhilesh
electoral bondswah gora dhan yehi achay din janta garibbjp ameer,0,Akhilesh
जय श्री राम study amanand singh,0,Akhilesh
etna paisa chahe,0,Akhilesh
bharastachai haath ghabrayekhauf maholaatma bechaindarkan tej bp highhyper tension nind gayebgoli kaam raha,0,Akhilesh
site jitenge akhilesh yadab,0,Akhilesh
dhadkan akhilesh bhaiya jindabad,0,Akhilesh
bicycle,1,Akhilesh
news   samajwadi itra subah,0,Akhilesh
jio lal,0,Akhilesh
sp party jindabad,0,Akhilesh
aa hh akhilesh,0,Akhilesh
ayanye yogi,0,Akhilesh
bhaiya bhaiya akhilesh bhaiya,0,Akhilesh
cr belongs bjp,0,Akhilesh
mandir banne karan supreme court bjp,0,Akhilesh
side sidhe akhilesh chapa padna time agyahai,0,Akhilesh
akhilesh yadav jindabad jindabad,0,Akhilesh
jai sp jai sp jai sp,0,Akhilesh
cm wasi sahab,0,Akhilesh
sp sarkar tay,0,Akhilesh
kilo rashan ijjat bech,0,Akhilesh
public kapde utar jate andh bhakti chhode ge,0,Akhilesh
jhooth fool lotus lootus,0,Akhilesh
akhilesh coming,0,Akhilesh
achi neta akhlesh,0,Akhilesh
l सपा सरकार,1,Akhilesh
yogi mandir math bhejne tayari karle,0,Akhilesh
es bar bsp,0,Akhilesh
राजीव सर आभार,0,Akhilesh
bjp gye yo baba   seet,0,Akhilesh
जय समाजवाद जय जवान,0,Akhilesh
akhilesh gundagardi kabu ske to sach badiya mukhyamantri hai dial  gadi chalaane yhi the achi yojnaye,0,Akhilesh
akhlesh speech everything do anchor anti bjp,1,Akhilesh
kranti uttar pradesh,1,Akhilesh
नये साल देशवासियों हार्दिक शुभकामनाएं,0,Akhilesh
जय अखिलेश विजय अखिलेश,0,Akhilesh
जय अखिलेश विजय अखिलेश,0,Akhilesh
bjp hato desh bacho,0,Akhilesh
pushp raj jain pyush jain manu,0,Akhilesh
tbhi sochu   note market dikh,0,Akhilesh
sarkar musalmaan cantrole rahunga bharosa,0,Akhilesh
bjp jagh sarkar kala dhan nikla bjp haregi,0,Akhilesh
shame modi government scared,0,Akhilesh
बुड्ढा नौकरी चाहिए अखिलेश यादव नौकरी मिला नौकरी चाहिए,0,Akhilesh
akhilesh forming govt,0,Akhilesh
jai vijay,0,Akhilesh
युवा एकता जिंदाबाद अखिलेश यादव जिंदाबाद,0,Akhilesh
sp jindabad,0,Akhilesh
आपकी बार समावेशी किसानों गरीबों उपेक्षित सरकार,0,Akhilesh
akhilesh भईया यूपी,1,Akhilesh
akhlesh   congress   delhi aa jane phir modo yogi amit shah jail hongey paisa dosto veh janta milega,0,Akhilesh
mask lagaiye,0,Akhilesh
tahkur giyo   modi giyo,0,Akhilesh
राजीव सर प्रणाम,0,Akhilesh
rajiv pampy jain paas rokda nagi milega samajwadi,0,Akhilesh
bjp matalab badka jhootha party,0,Akhilesh
jai,0,Akhilesh
bjp matalab badka drama party,0,Akhilesh
akhilesh khrhy hn pkke hindu hain hindu hm puchta muslmano hkon tumhra bhaiyoyhi tumhri izzat rh gyi dari bichao bussab hindu hn muslmano tumhra nh yad rkhna allah siwa,0,Akhilesh
सर पीयूष जैन धन   करोड़ टर्नओवर बताया समाजवादी पता चला चंदा देने वाला छोड़   करोड़,0,Akhilesh
jay,0,Akhilesh
sahab phir chapo chalaya jay,0,Akhilesh
sp aage nikal bjp,0,Akhilesh
sp sarkar,0,Akhilesh
अखिलेश उनसे पूछे चौराहे मिलेगे जनता इंतजार,0,Akhilesh
अखिलेश सरकार,0,Akhilesh
notebandi fayda phir andhbhakto,0,Akhilesh
अबकी बार ट्रम्प सरकार फर्जी डिग्री,0,Akhilesh
ary akhlesh sahab janta ney mood leya knrsi apka intjar,0,Akhilesh
भारतीय जनता पार्टी खिलाफ प्रचार प्रसार,0,Akhilesh
bsp,0,Akhilesh
बात तय चुकी bjp बोखलाहट घबराहट दोनों,0,Akhilesh
modi chai bechengey amit taxi paar hongey baba naya ghanta dhoondna padega,0,Akhilesh
smajwad party zindabad,0,Akhilesh
pushpam jain jagah piyush jain chapa ulta,0,Akhilesh
azam khan jindabad,0,Akhilesh
jai akhlesh,0,Akhilesh
योगी बाबा जिंदाबाद,0,Akhilesh
ghut akhlesh vote dete jay shri ram jai hanuman jai shree nishad raj,0,Akhilesh
akhilesh,0,Akhilesh
करारा जवाब बीजेपी नेता दिया।,0,Akhilesh
समीकरण तुम्हारा नारा उसका हूवा,0,Akhilesh
रहें अखिलेश,0,Akhilesh
sp bjp,0,Akhilesh
bsp jinda,0,Akhilesh
shree shree   tontny maharaj,0,Akhilesh
bjp chor party vah rahti,0,Akhilesh
राजीव पार्टी समर्थ,0,Akhilesh
बीजेपी पोल खोल दी है,0,Akhilesh
bjp darr,0,Akhilesh
आएंगे योगी ही बबुआ पगलान,0,Akhilesh
bjp jane,0,Akhilesh
शेर अकेला काफी,0,Akhilesh
मोदी प्रचार जीबी काला धन लाए गा वो खुद चोर,0,Akhilesh
desh jhoot sar modi china desh khila,0,Akhilesh
अमित शाह तड़ीपार शब्द जवाब   यूपी जनता देगी जय अखिलेश जय समाजवाद,0,Akhilesh
akiles,0,Akhilesh
अखिलेश भईया बधाई दूसरी बार सीएम,0,Akhilesh
ठाकुर बाबा जाना पड़ेगा यूपी बर्बाद करके रख,0,Akhilesh
इलाहाबाद prayagraj,0,Akhilesh
sp jindabad,0,Akhilesh
sp jindabad,0,Akhilesh
